accident_id,accident_date,accident_time,hour_of_day,month,location_id,location_name,zone,road_type,severity,weather_condition,lighting_condition,vehicle_type,reported_cause,casualties,latitude,longitude
ACC-0402,2026-02-10,15:40,15,2026-02,L003,Market Ring Road,central,junction,minor,wind,dusk,car,wet_surface,0,28.60775030752837,77.22393488785747
ACC-1925,2026-05-27,03:05,3,2026-05,L003,Market Ring Road,central,junction,minor,clear,dusk,truck,tailgating,0,28.600333685651652,77.22066119229224
ACC-1614,2026-05-16,10:50,10,2026-05,L006,Industrial Belt Exit,south,highway_ramp,minor,rain,dusk,bus,overspeeding,1,28.5742292717522,77.2419705578626
ACC-0994,2026-04-11,05:05,5,2026-04,L008,Old Bridge Approach,north,bridge_approach,moderate,fog,night_poor_light,two_wheeler,signal_violation,1,28.654860441075833,77.2173613238471
ACC-1275,2026-02-22,06:25,6,2026-02,L005,Metro Link Turn,west,arterial,moderate,wind,night_lit,car,pedestrian_conflict,0,28.597462640765773,77.18968747520441
ACC-0745,2026-05-16,22:05,22,2026-05,L005,Metro Link Turn,west,local_road,moderate,clear,night_lit,cycle,signal_violation,0,28.6058144464914,77.18100550441491
ACC-1527,2026-05-22,00:35,0,2026-05,L004,School Gate Road,north,arterial,moderate,clear,dusk,car,wrong_side_entry,1,28.634602476293345,77.19949978217515
ACC-0362,2026-02-21,06:35,6,2026-02,L001,Maple Junction,central,junction,critical,rain,night_lit,truck,signal_violation,3,28.606875894422814,77.20730357733667
ACC-0927,2026-05-27,08:15,8,2026-05,L003,Market Ring Road,central,junction,major,,dusk,auto_rickshaw,wet_surface,2,28.60728176974326,77.22228949797292
ACC-0325,2026-06-24,19:15,19,2026-06,L002,Riverside Flyover,east,flyover,moderate,cloudy,night_poor_light,cycle,overspeeding,0,28.615809229683855,77.23195642933526
ACC-1563,2026-02-04,06:30,6,2026-02,L005,Metro Link Turn,west,junction,moderate,rain,night_poor_light,cycle,,1,28.60545651092614,77.19054762708107
ACC-0227,2026-04-09,13:15,13,2026-04,L003,Market Ring Road,central,arterial,major,clear,daylight,bus,tailgating,1,28.610710246357456,77.2263551497602
ACC-1834,2026-03-16,19:35,19,2026-03,L011,Depot Crossing,south,arterial,moderate,clear,night_poor_light,car,sudden_lane_change,0,28.56640738550837,77.21648607350194
ACC-1213,2026-04-05,09:35,9,2026-04,L005,Metro Link Turn,west,junction,minor,clear,night_lit,truck,tailgating,0,28.60341767384862,77.1905941593119
ACC-1301,2026-01-25,18:35,18,2026-01,L005,Metro Link Turn,west,local_road,minor,wind,daylight,truck,wrong_side_entry,0,28.594884954425368,77.18660509617331
ACC-1617,2026-02-15,22:20,22,2026-02,L003,Market Ring Road,central,junction,major,cloudy,daylight,car,wrong_side_entry,1,28.61168145789965,77.22179309051728
ACC-0421,2026-05-25,17:50,17,2026-05,L008,Old Bridge Approach,north,bridge_approach,major,cloudy,night_lit,two_wheeler,low_visibility,1,28.641185638680458,77.21286604214698
ACC-0531,2026-03-14,13:05,13,2026-03,L011,Depot Crossing,south,signalized_crossing,moderate,clear,dusk,car,sudden_lane_change,1,28.55818960527505,77.21550763505782
ACC-0241,2026-02-18,08:30,8,2026-02,L006,industrial belt exit,south,arterial,moderate,rain,night_poor_light,bus,low_visibility,0,28.572328079093225,77.246616453472
ACC-1201,2026-05-12,08:25,8,2026-05,L007,Lakeview Avenue,west,junction,minor,clear,daylight,two_wheeler,pedestrian_conflict,0,28.588338475110678,77.17078953238645
ACC-0614,2026-05-06,08:45,8,2026-05,L011,Depot Crossing,south,signalized_crossing,moderate,fog,night_lit,car,wet_surface,0,28.562340212267852,77.22286244363049
ACC-0477,2026-04-18,00:30,0,2026-04,L009,Hospital Service Road,central,junction,major,clear,daylight,two_wheeler,overspeeding,2,28.62406562756775,77.20202528396459
ACC-1668,2026-04-12,20:30,20,2026-04,L003,Market Ring Road,central,arterial,minor,clear,night_lit,car,low_visibility,0,28.598485139210855,77.22995839936355
ACC-1644,2026-04-29,17:30,17,2026-04,L012,Green Park Turn,west,arterial,moderate,fog,night_lit,car,low_visibility,1,28.570711093944055,77.19802196436935
ACC-1743,2026-03-23,23:35,23,2026-03,L004,School Gate Road,north,arterial,moderate,cloudy,night_lit,bus,low_visibility,0,28.645604575553378,77.20355516963845
ACC-1488,2026-06-10,15:05,15,2026-06,L008,Old Bridge Approach,north,bridge_approach,minor,rain,night_lit,cycle,overspeeding,0,28.653381894367904,77.2235948076244
ACC-1238,2026-03-06,02:00,2,2026-03,L004,School Gate Road,north,local_road,minor,rain,night_lit,cycle,pedestrian_conflict,0,28.631826238445488,77.19686310699808
ACC-0190,2026-03-29,17:55,17,2026-03,L007,Lakeview Avenue,west,junction,moderate,clear,night_poor_light,cycle,tailgating,1,28.592583609733918,77.1653952916755
ACC-1940,2026-02-03,10:35,10,2026-02,L003,Market Ring Road,central,junction,major,clear,night_lit,truck,wrong_side_entry,1,28.60664499652423,77.2201574773126
ACC-0269,2026-03-11,18:25,18,2026-03,L004,School Gate Road,north,arterial,minor,clear,daylight,truck,sudden_lane_change,0,28.643439402987628,77.1954682766543
ACC-1000,2026-01-24,11:45,11,2026-01,L009,Hospital Service Road,central,junction,critical,clear,dusk,bus,sudden_lane_change,3,28.624812076658152,77.205700485249
ACC-1722,2026-03-22,01:45,1,2026-03,L009,Hospital Service Road,central,service_road,moderate,clear,night_poor_light,cycle,wet_surface,1,28.624871525113225,77.2065829521104
ACC-0888,2026-02-13,21:35,21,2026-02,L009,Hospital Service Road,central,service_road,critical,,daylight,two_wheeler,signal_violation,3,28.617568811341517,77.20035401612942
ACC-0094,2026-01-25,05:35,5,2026-01,L003,Market Ring Road,central,local_road,moderate,wind,night_poor_light,car,sudden_lane_change,0,28.612942761769254,77.2175814375874
ACC-0988,2026-01-17,14:45,14,2026-01,L009,Hospital Service Road,central,local_road,minor,clear,night_lit,car,pedestrian_conflict,0,28.619151729532206,77.21204749712246
ACC-0990,2026-06-17,09:10,9,2026-06,L003,Market Ring Road,central,arterial,major,fog,daylight,truck,pedestrian_conflict,2,28.61211808754029,77.22209345222622
ACC-0877,2026-06-09,10:55,10,2026-06,L003,Market Ring Road,central,arterial,moderate,wind,daylight,bus,wet_surface,0,28.59886358942719,77.22581919744178
ACC-1281,2026-01-07,21:00,21,2026-01,L006,Industrial Belt Exit,south,junction,minor,clear,dusk,two_wheeler,pedestrian_conflict,0,28.575359136500154,77.24455218765911
ACC-1085,2026-04-11,07:10,7,2026-04,L009,Hospital Service Road,central,service_road,major,rain,night_lit,two_wheeler,sudden_lane_change,2,28.62338827619843,77.20298676693072
ACC-0211,2026-02-04,19:15,19,2026-02,L011,Depot Crossing,south,signalized_crossing,moderate,,night_lit,auto_rickshaw,wrong_side_entry,1,28.564341574869346,77.22037152706343
ACC-0895,2026-04-03,13:10,13,2026-04,L011,Depot Crossing,south,junction,minor,clear,dusk,bus,wet_surface,0,28.559816164124786,77.22453353345713
ACC-0936,2026-03-01,18:45,18,2026-03,L002, Riverside Flyover,east,flyover,minor,clear,daylight,car,tailgating,0,28.618336474679538,77.24396749080375
ACC-0743,2026-01-28,16:55,16,2026-01,L001,Maple Junction,central,junction,minor,rain,daylight,two_wheeler,signal_violation,0,28.60470429699751,77.21484813366536
ACC-0754,2026-04-24,20:05,20,2026-04,L006,Industrial Belt Exit,south,junction,minor,clear,night_lit,truck,signal_violation,0,28.578991097238745,77.23662737833051
ACC-0582,2026-01-26,02:35,2,2026-01,L006,Industrial Belt Exit,south,junction,minor,fog,night_lit,bus,overspeeding,0,28.565838890795735,77.2516700398456
ACC-1039,2026-05-13,07:40,7,2026-05,L005,Metro Link Turn,west,arterial,moderate,clear,night_poor_light,cycle,sudden_lane_change,0,28.605405968854512,77.18178090410593
ACC-0367,2026-01-24,14:00,14,2026-01,L003,Market Ring Road,central,junction,moderate,cloudy,night_lit,cycle,sudden_lane_change,0,28.60776712495146,77.23231867477918
ACC-0513,2026-06-28,18:50,18,2026-06,L001,Maple Junction,central,junction,minor,clear,daylight,two_wheeler,low_visibility,0,28.619969420944738,77.20907545991017
ACC-1134,2026-06-11,03:45,3,2026-06,L012,Green Park Turn,west,junction,major,wind,daylight,truck,wet_surface,1,28.577535121430234,77.19257509878022
ACC-0970,2026-02-12,22:00,22,2026-02,L003,Market Ring Road,central,local_road,moderate,clear,night_poor_light,car,signal_violation,0,28.601336489966183,77.2191491345088
ACC-0920,2026-03-25,13:35,13,2026-03,L004,School Gate Road,north,junction,minor,fog,daylight,bus,overspeeding,0,28.645064994085256,77.19576866494539
ACC-1803,2026-05-17,09:25,9,2026-05,L001,Maple Junction,central,arterial,moderate,fog,night_lit,bus,sudden_lane_change,0,28.617860881017382,77.22125616288258
ACC-0013,2026-06-13,06:55,6,2026-05,L006,Industrial Belt Exit,south,local_road,moderate,clear,night_lit,truck,pedestrian_conflict,0,28.573715615596317,77.24102694180473
ACC-1100,2026-05-09,16:45,16,2026-05,L006,Industrial Belt Exit,south,local_road,moderate,rain,dusk,two_wheeler,sudden_lane_change,1,28.57423520407682,77.24658942153543
ACC-1521,2026-03-05,18:15,18,2026-03,L006,Industrial Belt Exit,south,highway_ramp,minor,clear,night_poor_light,cycle,overspeeding,0,28.575623891589206,77.24785050334111
ACC-1455,2026-05-08,19:15,19,2026-05,L007,Lakeview Avenue,west,collector_road,major,fog,night_poor_light,bus,tailgating,1,28.58647397004255,77.17180452527684
ACC-0228,2026-05-08,07:05,7,2026-05,L008,Old Bridge Approach,north,bridge_approach,critical,wind,night_lit,car,low_visibility,3,28.653663459909843,77.21301323932263
ACC-1552,2026-02-12,16:30,16,2026-02,L001,Maple Junction,central,signalized_crossing,minor,rain,night_lit,car,sudden_lane_change,0,28.60411380816919,77.20885010429399
ACC-0713,2026-05-22,15:35,15,2026-05,L003,Market Ring Road,central,local_road,minor,clear,daylight,car,overspeeding,0,28.598782594922948,77.23045794163383
ACC-0937,2026-01-12,15:10,15,2026-01,L012,Green Park Turn,west,arterial,minor,fog,night_lit,car,wet_surface,0,28.580160103611018,77.18662422559531
ACC-1409,2026-03-28,17:35,17,2026-03,L004,School Gate Road,north,local_road,minor,wind,night_lit,auto_rickshaw,tailgating,0,28.643357183835697,77.20040810947958
ACC-0165,2026-02-13,19:25,19,2026-02,L003,Market Ring Road,central,junction,minor,rain,night_lit,truck,signal_violation,0,28.606983313876075,77.2265003606807
ACC-0029,2026-05-03,16:50,16,2026-05,L007,Lakeview Avenue,west,junction,moderate,clear,night_lit,auto_rickshaw,sudden_lane_change,1,28.593522165541774,77.17055526024494
ACC-0886,2026-06-06,20:40,20,2026-06,L001,Maple Junction,central,local_road,minor,clear,daylight,auto_rickshaw,sudden_lane_change,0,28.60524077321037,77.21830249331408
ACC-1761,2026-01-30,16:45,16,2026-01,L003,Market Ring Road,central,junction,minor,rain,dusk,car,signal_violation,0,28.609162860635266,77.21791673192946
ACC-0060,2026-05-16,16:25,16,2026-05,L003,Market Ring Road,central,local_road,minor,,daylight,bus,wet_surface,0,28.59872667780167,77.2233242143374
ACC-0078,2026-06-22,18:00,18,2026-06,L002,Riverside Flyover,east,flyover,major,clear,dusk,truck,low_visibility,2,28.619198761099437,77.2359354321208
ACC-0661,2026-05-05,13:55,13,2026-05,L001,Maple Junction,central,local_road,minor,clear,night_lit,car,tailgating,0,28.609410528788704,77.21360226861758
ACC-0172,2026-06-30,19:00,19,2026-06,L003,Market Ring Road,central,local_road,critical,clear,daylight,truck,signal_violation,2,28.604003078922815,77.22724513736436
ACC-0941,2026-03-15,22:05,22,2026-03,L005,Metro Link Turn,west,local_road,moderate,clear,night_lit,truck,wet_surface,0,28.59865628453407,77.18078253726362
ACC-0249,2026-06-08,14:25,14,2026-06,L012,Green Park Turn,west,local_road,moderate,rain,night_lit,car,tailgating,0,28.583150361216614,77.19637883220048
ACC-0516,2026-03-01,20:20,20,2026-03,L005,Metro Link Turn,west,arterial,minor,clear,dusk,car,tailgating,0,28.60220794097755,77.19099558222604
ACC-0641,2026-06-22,05:00,5,2026-06,L001,Maple Junction,central,junction,major,cloudy,dusk,car,pedestrian_conflict,1,28.607248113124797,77.2094096469829
ACC-0098,2026-05-30,13:30,13,2026-05,L010,Airport Link Signal,east,arterial,major,rain,night_lit,auto_rickshaw,wet_surface,2,28.636260258002494,77.25324964355437
ACC-1400,2026-02-03,04:30,4,2026-02,L008,Old Bridge Approach,north,bridge_approach,critical,clear,daylight,truck,signal_violation,3,28.647287117953045,77.22144697624003
ACC-0215,2026-04-11,17:00,17,2026-04,L008,Old Bridge Approach,north,bridge_approach,moderate,clear,night_lit,two_wheeler,low_visibility,0,28.6453105316724,77.22633642907299
ACC-1510,2026-04-19,16:10,16,2026-04,L008,old bridge approach,north,bridge_approach,moderate,rain,daylight,truck,wet_surface,0,28.653590272285474,77.2208617609347
ACC-1633,2026-03-14,17:25,17,2026-03,L002,Riverside Flyover,east,flyover,minor,wind,night_poor_light,cycle,tailgating,1,28.62449827764311,77.23411527652173
ACC-0802,2026-06-28,19:20,19,2026-06,L002,Riverside Flyover,east,flyover,minor,cloudy,night_poor_light,auto_rickshaw,low_visibility,0,28.612365449282997,77.2323874460033
ACC-0958,2026-06-16,04:30,4,2026-06,L005,Metro Link Turn,west,junction,critical,rain,dusk,cycle,pedestrian_conflict,2,28.59335840234919,77.18233686043459
ACC-1333,2026-01-11,19:10,19,2026-01,L005,Metro Link Turn,west,junction,moderate,cloudy,night_poor_light,two_wheeler,low_visibility,0,28.602843940434134,77.18261690483475
ACC-1533,2026-04-26,13:10,13,2026-04,L003,Market Ring Road,central,arterial,moderate,rain,night_poor_light,truck,wrong_side_entry,0,28.609026795253026,77.22185979021133
ACC-1221,2026-05-21,08:15,8,2026-04,L011,Depot Crossing,south,arterial,critical,rain,night_poor_light,car,signal_violation,3,28.562106036281552,77.21395317415728
ACC-0463,2026-01-26,08:50,8,2026-01,L006,Industrial Belt Exit,south,junction,major,clear,daylight,two_wheeler,signal_violation,2,28.576986542160785,77.24670640898866
ACC-1376,2026-02-03,19:55,19,2026-02,L002,Riverside Flyover,east,flyover,moderate,clear,,truck,signal_violation,0,28.62460778035182,77.23966852447536
ACC-0316,2026-04-25,04:45,4,2026-04,L006,industrial belt exit,south,highway_ramp,major,clear,night_lit,truck,overspeeding,1,28.575951705558264,77.24464846379121
ACC-1746,2026-06-11,19:50,19,2026-06,L002,Riverside Flyover,east,flyover,minor,clear,dusk,bus,tailgating,0,28.626638021004652,77.23842235148231
ACC-1182,2026-06-29,08:55,8,2026-06,L004,School Gate Road,north,local_road,moderate,wind,dusk,two_wheeler,pedestrian_conflict,0,28.637824143165375,77.20635076396053
ACC-0738,2026-05-29,10:05,10,2026-05,L006,Industrial Belt Exit,south,junction,major,clear,dusk,two_wheeler,tailgating,2,28.57190058978748,77.23862870967709
ACC-0873,2026-06-30,21:20,21,2026-06,L009,Hospital Service Road,central,service_road,minor,rain,daylight,car,wrong_side_entry,0,28.61798695792764,77.20632386136609
ACC-0451,2026-06-05,18:05,18,2026-06,L004,School Gate Road,north,junction,moderate,fog,night_poor_light,auto_rickshaw,signal_violation,0,28.64535336503109,77.19745561827953
ACC-0543,2026-01-17,18:10,18,2026-01,L003,Market Ring Road,central,arterial,minor,clear,daylight,auto_rickshaw,wet_surface,0,28.604690357494285,77.2171481364127
ACC-0160,2026-01-10,20:55,20,2026-01,L004,School Gate Road,north,junction,minor,rain,night_lit,truck,overspeeding,0,28.632301642730027,77.20273848422536
ACC-1096,2026-01-25,18:40,18,2026-01,L009,Hospital Service Road,central,junction,major,clear,dusk,car,pedestrian_conflict,2,28.627187244859453,77.20809971245525
ACC-0879,2026-02-23,17:10,17,2026-02,L011,Depot Crossing,south,junction,moderate,clear,night_poor_light,car,sudden_lane_change,0,28.562966891374334,77.21610341275233
ACC-1855,2026-05-19,22:55,22,2026-05,L006,Industrial Belt Exit,south,highway_ramp,moderate,rain,night_lit,bus,sudden_lane_change,1,28.56516232657675,77.23670387942197
ACC-0022,2026-05-22,09:50,9,2026-05,L003,Market Ring Road,central,arterial,minor,wind,night_lit,auto_rickshaw,,1,28.601110963787836,77.22814166800784
ACC-1339,2026-06-09,14:50,14,2026-02,L006,Industrial Belt Exit,south,arterial,moderate,fog,dusk,car,pedestrian_conflict,1,28.57505509516772,77.24879291218761
ACC-0900,2026-04-22,20:35,20,2026-04,L002,Riverside Flyover,east,flyover,minor,wind,dusk,two_wheeler,sudden_lane_change,1,28.627886444567807,77.2354005414499
ACC-0161,2026-06-01,10:50,10,2026-06,L003,Market Ring Road,central,junction,major,cloudy,night_lit,cycle,overspeeding,1,28.613587510793653,77.2240897698133
ACC-1659,2026-03-13,15:55,15,2026-03,L006,Industrial Belt Exit,south,junction,minor,rain,daylight,auto_rickshaw,wet_surface,0,28.575837229276647,77.24394942539485
ACC-1351,2026-06-09,21:40,21,2026-06,L001,Maple Junction,central,signalized_crossing,minor,clear,night_poor_light,cycle,low_visibility,0,28.613081986461527,77.20715174026506
ACC-0783,2026-02-17,11:35,11,2026-02,L004,School Gate Road,north,local_road,minor,fog,daylight,bus,low_visibility,0,28.640936409417716,77.20482976836873
ACC-1866,2026-03-10,14:35,14,2026-03,L008,Old Bridge Approach,north,bridge_approach,moderate,wind,night_lit,cycle,tailgating,1,28.650621141544633,77.21253758541651
ACC-1850,2026-05-16,12:10,12,2026-05,L005,Metro Link Turn,west,junction,minor,rain,daylight,cycle,low_visibility,0,28.59840864406553,77.18150839903196
ACC-1794,2026-03-11,04:55,4,2026-03,L011,Depot Crossing,south,signalized_crossing,moderate,cloudy,night_poor_light,bus,tailgating,1,28.565702655435512,77.22618219812392
ACC-1218,2026-03-29,18:05,18,2026-03,L010,Airport Link Signal,east,local_road,minor,wind,night_poor_light,two_wheeler,tailgating,0,28.62909139466878,77.26352577762371
ACC-0239,2026-04-18,16:45,16,2026-04,L006,Industrial Belt Exit,south,junction,minor,fog,dusk,cycle,signal_violation,0,28.569776649637852,77.24157292570955
ACC-1035,2026-06-01,09:30,9,2026-06,L005,Metro Link Turn,west,arterial,moderate,rain,night_poor_light,car,overspeeding,0,28.602120859047194,77.18542258734578
ACC-1363,2026-02-02,09:35,9,2026-02,L008,old bridge approach,north,bridge_approach,moderate,clear,dusk,auto_rickshaw,tailgating,1,28.6444523502222,77.22642963652878
ACC-1154,2026-06-25,08:30,8,2026-06,L011,Depot Crossing,south,signalized_crossing,minor,clear,daylight,car,tailgating,0,28.563807473666834,77.22412574308849
ACC-1832,2026-04-10,10:50,10,2026-04,L004,School Gate Road,north,junction,minor,clear,dusk,cycle,tailgating,0,28.645708437978953,77.1931343805032
ACC-1875,2026-05-30,09:05,9,2026-05,L006,Industrial Belt Exit,south,local_road,moderate,clear,night_poor_light,two_wheeler,wet_surface,0,28.57282396190658,77.24632870632752
ACC-0129,2026-01-26,20:05,20,2026-01,L004,School Gate Road,north,arterial,minor,wind,dusk,cycle,tailgating,0,28.64390252420594,77.20655467721613
ACC-0522,2026-01-02,09:05,9,2026-01,L012,Green Park Turn,west,local_road,minor,clear,dusk,bus,wrong_side_entry,1,28.580405443828592,77.19903903737244
ACC-0293,2026-05-03,00:40,0,2026-05,L003,Market Ring Road,central,local_road,moderate,rain,night_lit,cycle,wet_surface,0,28.611987184608356,77.22348576595603
ACC-0601,2026-06-09,06:40,6,2026-06,L006,Industrial Belt Exit,south,local_road,moderate,fog,night_poor_light,car,overspeeding,0,28.575887159698283,77.23828152849978
ACC-0089,2026-03-10,19:45,19,2026-03,L011,Depot Crossing,south,local_road,moderate,clear,night_lit,cycle,low_visibility,0,28.56854240179674,77.22233637243276
ACC-0910,2026-01-11,16:55,16,2026-01,L006,Industrial Belt Exit,south,arterial,moderate,clear,daylight,bus,overspeeding,0,28.575059507997242,77.24999454401745
ACC-1265,2026-03-14,18:00,18,2026-03,L007,Lakeview Avenue,west,junction,moderate,rain,night_poor_light,bus,tailgating,1,28.5856804987503,77.1740076019629
ACC-0517,2026-01-24,19:25,19,2026-01,L011,Depot Crossing,south,local_road,major,rain,night_poor_light,cycle,tailgating,2,28.564416040590267,77.22216164084902
ACC-1045,2026-03-09,12:45,12,2026-03,L012,Green Park Turn,west,local_road,minor,clear,dusk,auto_rickshaw,tailgating,0,28.575688345856598,77.19308511949079
ACC-0842,2026-06-23,18:45,18,2026-06,L001,Maple Junction,central,junction,moderate,clear,dusk,two_wheeler,pedestrian_conflict,1,28.610799754422345,77.22282237722543
ACC-0363,2026-03-02,13:55,13,2026-03,L001,Maple Junction,central,arterial,minor,clear,dusk,two_wheeler,signal_violation,0,28.612668468376178,77.2115656275921
ACC-1579,2026-03-17,02:50,2,2026-03,L009,Hospital Service Road,central,arterial,major,clear,night_poor_light,truck,signal_violation,2,28.625146117415134,77.20081304172203
ACC-0851,2026-04-20,11:20,11,2026-04,L006,Industrial Belt Exit,south,local_road,moderate,rain,night_lit,truck,low_visibility,0,28.570559654775757,77.25192010410811
ACC-1348,2026-02-20,17:05,17,2026-02,L003,Market Ring Road,central,arterial,critical,wind,dusk,auto_rickshaw,wet_surface,2,28.613918704365698,77.23241075531361
ACC-1049,2026-01-15,17:50,17,2026-01,L006,Industrial Belt Exit,south,local_road,minor,clear,dusk,cycle,signal_violation,0,28.56664629789661,77.2399676584535
ACC-1371,2026-04-21,12:30,12,2026-04,L006,Industrial Belt Exit,south,junction,minor,,daylight,car,sudden_lane_change,0,28.566979690256854,77.23951614401012
ACC-0898,2026-03-04,00:05,0,2026-03,L002,Riverside Flyover,east,flyover,minor,cloudy,night_poor_light,truck,sudden_lane_change,0,28.62284433454993,77.24011392020725
ACC-0466,2026-01-29,20:20,20,2026-01,L012,Green Park Turn,west,junction,minor,clear,dusk,truck,low_visibility,0,28.584449437343682,77.19098854379114
ACC-0254,2026-03-19,10:00,10,2026-03,L001,Maple Junction,central,signalized_crossing,minor,cloudy,night_poor_light,auto_rickshaw,sudden_lane_change,0,28.608685323413706,77.20915273262526
ACC-0673,2026-02-23,18:30,18,2026-06,L002,Riverside Flyover,east,flyover,moderate,clear,night_lit,two_wheeler,low_visibility,1,28.61852797516439,77.24202504825449
ACC-0133,2026-04-20,17:25,17,2026-04,L004,School Gate Road,north,local_road,moderate,clear,dusk,bus,sudden_lane_change,0,28.644345487129744,77.19524021026521
ACC-0090,2026-06-04,08:25,8,2026-06,L003,Market Ring Road,central,arterial,moderate,clear,dusk,bus,wet_surface,1,28.6097733963403,77.21799650057622
ACC-0710,2026-01-29,09:05,9,2026-01,L001,Maple Junction,central,junction,critical,rain,night_poor_light,car,overspeeding,3,28.617187054752524,77.21484576143116
ACC-1434,2026-03-17,08:05,8,2026-03,L011,Depot Crossing,south,signalized_crossing,minor,rain,daylight,two_wheeler,low_visibility,0,28.57041527860152,77.22566885209298
ACC-0125,2026-03-18,13:30,13,2026-03,L005,Metro Link Turn,west,junction,moderate,cloudy,dusk,car,signal_violation,1,28.593528472100743,77.17652312138972
ACC-1104,2026-05-17,12:25,12,2026-05,L007,Lakeview Avenue,west,collector_road,minor,rain,daylight,car,low_visibility,0,28.583466644668736,77.17131954345751
ACC-1086,2026-06-16,21:40,21,2026-06,L004,School Gate Road,north,junction,critical,rain,daylight,two_wheeler,wrong_side_entry,3,28.63450425418538,77.19756501268455
ACC-0039,2026-05-02,12:20,12,2026-05,L003,Market Ring Road,central,arterial,critical,clear,dusk,cycle,low_visibility,3,28.605391621519715,77.21786726536602
ACC-1289,2026-06-03,18:00,18,2026-06,L004,School Gate Road,north,local_road,minor,fog,night_lit,cycle,low_visibility,0,28.632072100014696,77.19512270755186
ACC-1620,2026-03-25,10:25,10,2026-03,L003,Market Ring Road,central,arterial,minor,rain,night_lit,auto_rickshaw,signal_violation,0,28.600647325908074,77.22712972785314
ACC-1012,2026-04-13,17:25,17,2026-04,L008,Old Bridge Approach,north,bridge_approach,minor,cloudy,night_lit,two_wheeler,tailgating,0,28.642495558381455,77.21621362614835
ACC-0829,2026-02-18,15:30,15,2026-02,L007,Lakeview Avenue,west,junction,major,clear,night_lit,car,signal_violation,1,28.587619191588992,77.17856465446893
ACC-1534,2026-06-28,17:45,17,2026-06,L006,Industrial Belt Exit,south,local_road,moderate,wind,night_poor_light,truck,overspeeding,0,28.56560199772995,77.24253439847753
ACC-0297,2026-06-03,05:15,5,2026-06,L002,Riverside Flyover,east,flyover,moderate,cloudy,dusk,bus,tailgating,1,28.620662959329096,77.23211243790077
ACC-1569,2026-06-01,06:55,6,2026-06,L012,Green Park Turn,west,arterial,minor,clear,night_poor_light,two_wheeler,signal_violation,0,28.5722076466177,77.1946288199362
ACC-0534,2026-06-22,13:50,13,2026-06,L007,Lakeview Avenue,west,collector_road,moderate,clear,daylight,cycle,sudden_lane_change,1,28.585596341659972,77.18050979428854
ACC-1279,2026-01-29,04:20,4,2026-01,L004,School Gate Road,north,junction,moderate,clear,daylight,truck,sudden_lane_change,0,28.63726052722135,77.20485039252046
ACC-0282,2026-05-10,17:10,17,2026-05,L006,Industrial Belt Exit,south,highway_ramp,moderate,clear,dusk,car,low_visibility,0,28.564357799754767,77.24612466030574
ACC-1530,2026-02-06,03:20,3,2026-02,L010,Airport Link Signal,east,local_road,critical,clear,night_lit,car,,2,28.640376383328803,77.25744324435608
ACC-0572,2026-06-18,11:45,11,2026-06,L003,Market Ring Road,central,local_road,minor,fog,night_lit,bus,low_visibility,0,28.606036874715763,77.22552013437654
ACC-0613,2026-05-01,08:10,8,2026-05,L001,Maple Junction,central,signalized_crossing,minor,wind,night_poor_light,bus,sudden_lane_change,0,28.609737422921462,77.2179281871729
ACC-1898,2026-05-17,18:05,18,2026-05,L006,Industrial Belt Exit,south,highway_ramp,moderate,clear,night_poor_light,two_wheeler,low_visibility,1,28.572173709606908,77.25013559605055
ACC-0594,2026-01-28,08:40,8,2026-01,L009,Hospital Service Road,central,service_road,moderate,clear,night_poor_light,cycle,sudden_lane_change,1,28.62687588996611,77.20244167651997
ACC-1504,2026-04-18,08:50,8,2026-04,L006,Industrial Belt Exit,south,junction,moderate,rain,night_lit,cycle,low_visibility,1,28.576800135519232,77.24684351267949
ACC-1809,2026-05-06,13:35,13,2026-05,L004,School Gate Road,north,local_road,major,clear,daylight,cycle,tailgating,2,28.64343659820938,77.20070930083303
ACC-0538,2026-04-17,11:30,11,2026-04,L001,Maple Junction,central,signalized_crossing,minor,clear,night_lit,two_wheeler,tailgating,0,28.617007933471683,77.21304570778075
ACC-0096,2026-02-20,20:55,20,2026-02,L004,School Gate Road,north,junction,moderate,clear,night_lit,car,signal_violation,0,28.644973206192024,77.19310928192863
ACC-0668,2026-06-24,22:50,22,2026-06,L001,Maple Junction,central,arterial,minor,clear,night_lit,truck,sudden_lane_change,0,28.60837015286327,77.20736094316278
ACC-0782,2026-05-26,08:00,8,2026-05,L008,old bridge approach,north,bridge_approach,moderate,cloudy,night_lit,two_wheeler,wrong_side_entry,0,28.651969798619348,77.22010709572295
ACC-1124,2026-05-10,19:40,19,2026-05,L003,Market Ring Road,central,junction,moderate,clear,night_poor_light,truck,tailgating,1,28.613834812191953,77.23011044439937
ACC-1512,2026-06-11,06:35,6,2026-06,L001,Maple Junction,central,signalized_crossing,minor,clear,night_poor_light,truck,wet_surface,0,28.615842401438872,77.21408068193085
ACC-1721,2026-02-03,14:05,14,2026-02,L008,Old Bridge Approach,north,bridge_approach,minor,clear,daylight,car,sudden_lane_change,0,28.64241212525609,77.21278725053057
ACC-0823,2026-05-02,09:35,9,2026-05,L004,School Gate Road,north,arterial,minor,wind,daylight,truck,signal_violation,0,28.63070433908634,77.20739339179418
ACC-0349,2026-04-04,19:30,19,2026-04,L003,Market ring road,central,arterial,moderate,wind,dusk,two_wheeler,low_visibility,0,28.61124717901462,77.23131131953042
